content,score
pesan 1driver yang dateng 2driver udh gitu lama jemputnya dan tidak memakai aktribut lagi!!!! kecewa,1.0
"Seringkali saya pesen maxim padahal driver belom sampe ke titik penjemputan namun si driver sudah memencet sudah sampai dilokasi, pertama tama saya gapaham maksudnya sudah sampai dilokasi padahal sang driver masih di jalan raya dan ketika waktu tunggu gratis sudah habis sang driver baru bisa dihub & setelah itu ada tulisan waktu tunggu berbayar. Itu maksudnya gimana?? Tolong ditindak oknum driver nakal karna tarif jadi tidak sesuai diawal! Padahal untuk titik map nya sudah jelas dan sesuai",1.0
"Tarif Maxim sekarang kok lumayan mahal ya .. naik dua kali lipat, padahal jarak tempuhnya dekat. Mengecewakan.",1.0
"Aplikasi terburuk saya pesan, apalagi driver yang salah saya yang di maki maki gak benar ni aplikasi",1.0
"Cuma menang di harga murah doang. Petanya g update. Kalo dapet ongkir murah, susah bgt dapat driver... kesel bgt gua!",1.0
tolong khusus driver dihari hujan seharusnya menyiapkan mantel untuk penumpang juga. ini hanya driver doang penumpang basah kuyup ga ada perdulinya.,1.0
anjing pantek anjing pantek anjing pantek anjing pantek kau hapus aplikasi kau lah pantek ngk sesuai ongkos kau anjing pantek mak kau maxim kontol baby maxim kau maxim,1.0
"UNTUK MASSAGE TIDAK SESUAI WAKTUNYA 60MENIT HARUSNYA, TAPI NYATANYA 23MENIT,. KECEWA PIJET PAKE APLIKASI INI, TAU GITU GA PIJET, SAMA AJA GAK KERASA PIJET, MASIH CAPEK2",1.0
"Kenapa saya berkali kali menginstall gak bisa? Kesal saya, sudah sampai 100% ujung ujung nya gak bisa",1.0
"Makin lama driver bnyk yg ga jelas, suka pilih2 orderan",1.0
Kurirnya semua males terima orderan puluhan kali saya cari driver buat minta ambilkan makan tapi ga ada yang bisaaa 👎👎👎👎👎 maag saya kambuhhh 1 jam menunggu driver doang DASAR aplikasi PAYAHHHHH,1.0
"Kenapa harga naik sendiri , tanpa ada pemberitahuan, padahal saya order tidak merubah rute , cape saya beberapa kali begitu, tidak se akurat si ijo",1.0
Saya sangat kecewa Banyak driver d sekitar lokasi tapi gk ada yg mau nerima orderan,1.0
"Tolong ditingkatkan lgi penyeleksian driver nya, menerima driver yg benar² baik kata² nya tidak menjelek² kn orang!!!!",1.0
Tolong di perbaikin maps nya masa sya menunggu di spbu ciracas titi nya di spbu pandean,1.0
"Aplikasinya sangat buruk sekali, sesekali sering memesan orderan dengan sendiri tanpa sepengetahuan pemilik aplikasi. MOHON DIPERBAIKI BUG NYA",1.0
"Lebih baik tegaskan kepada semua driver MAXIM jgn pernah nolak oderan/pesanan costumer & pa lg tidak mau Nerima oderan yg sdh da costumer ya pesana. Jika sdh aktif mau Nerima oderan di terima lh jgn pilih2 doank driver MAXIM. Nyesel sy download,akhir ya buat kecewa ja. Oh...ya 1 lg setiap cuaca hujan pasti ga mau Nerima atau di matikan aplikasi ya",1.0
"Maps kaga jelas, nyari terminal kampung rambutan aja kaga bisa, pokonya sampah dah",1.0
"Maxim yg khusus mobil, kebanyakan mengabaikan konsumen, kadang kita butuh cepat, dilihat di dlm map bnyak mobil yg dekat, tak satupun yg mengambil orderan kita, klu kita naikan tarifnya, baru mereka ambil... Maxi sangat mengecewakan",1.0
gimana mau dkasih bintang kalau driver mobil gak adabyang standby,1.0
"Map nya ngga bener jadi menunggu lama ,driver selalu protes dan selalu alasan , dan sekarang ditambah tarif nya agak mahal .",1.0
"Gabisa dipercaya ini, baru pertama kali pake udah kena tipu, saya kontak maximnya malah disuruh komplain ke kantornya, gabisa online kaya aplikasi yg lain ini malah dibuat ribet. Padahal ini juga buat maxim kedepannya malah tidak ditanggepin. Mending pake aplikasi yg jelas aja bukan driver asal2 yg bisa seenaknya nipu. Gak ada informasi jelas driver, driver bisa asal pembatalkan pesanan. Jika ada penipuan tidak ditindaklanjuti. Saya mungkin orang kesekian yg sudah kena tipu dari maxim ini.",1.0
"Maxim kok tba² naik ya tarifnya, masa tadi pagi masih 4rb tb² lgsg 8rb..",1.0
ini aplikasi tidak profesional demi kepentingan pribadi Aplikasi nya menjatuhkan pesaing bisnis aplikasi lain seperti gojek dan grab seharusnya harga samain lah dengan aplikasi gojek buat driver gojek dan grab tidak kehilangan order,1.0
"Kecewa asli baru saja daftar ,ko udh masuk driver yg lebih parah lagi ada tlp masuk ,saya driver maxim dekat mana ?? Kan saya blm pesan ,tujuan pun saya blm atur ,,, lokasi pun sulit diubah loksi saya sama titik jauh , Aneh Gojek ga gini baik"" saja ,hanya kata org maxim bagus murah ramah dll ,tapi nyatanya bikin geleng geleng kepala ,aneh sungguh aneh bikin resah telat kerja !!!! Perbaiki ?? kasihan pelanggan setia pada lari ke yg lain, saran saja",1.0
"aplikasi ojol kok kayak gini... Meresahkan penumpang... Memeras penumpang... Cari rejeki yang halal donk... Kalau ongkos nya 9k smp tujuan ya 9k...jangan barubah"" donk... Dan untuk driver maxim,,kalau kerja yg niat jngan asal...klo gk mau jemput bilang/cc aja...biar penumpang tidk nungguin... Dan kalau misal driver membawa penumpang cwe/cwo hrus sopan... terutama ke cwe jgn kurang ajar.... Kalau trus"" gini di uninstall saja dan ke aplikasi gojek grab...sudah jelasss",1.0
"Mohon maaf App nya bisa diperbaiki gak? Mapnya kurang tepat kasian juga ke driver yg susah cari titik jemputnya, sama halnya dgn saya sebagai customer lama menunggu di jemput karena lokasi titik jemput ngaco0hl bgt, harga boleh murah tp tolong diperbaiki ya maps nya kalau masih ngaco saya uninstal app nya",1.0
Tolong untuk lokasih nya di berbagus lagi yah. Saya nyarik lokasih saya gk dapet dapet susah bet nyarik nyarik nya gk kek app sebelah lebih gampang cri lokasihnya lebih detail juga. Hanya saja app sebelh lebih mahal..,1.0
tlg map nya di sesuaikan arah nya banyak draver yg bingung membaca nya,1.0
Maxim kalok tarif gojek sama grab sama kayak u yakinlah kenak kencingin lu 😁😁😁😁,1.0
"walaupun murah tapi cara kerja maxim lama banget,pelayanan nya nol besar.jauh berbeda dgn gojek dan grab ,walaupun harganya lebih mahal tapi pelayanan nya ok banget🙏🙏🙏",1.0
Bego bikin ribet.. Satu jam gw mesen nyari alamat tujuan kg nemu2 buang2 waktu aja.. Ribet aplikasi l tau ga,1.0
"Jujur ini maxim di sby ,pelayanan driver maxim nya mengecewakan . ongkos yg tdinya hnya 10 rb jadi kena 17 rb. hnya krna tnggu pnjemputan . dan krim brang juga maps nya gk sesuai driver mnta tambahan uang . klo memang ongkos murah dan brani ambil orderan ya sesuai kan . jgn tiba2 ada tambahan dana yg lain2.",1.0
"Baru cek... cek lokasi tujuan, ... driver dah masuk/telpon/ok aja Padahal customers belum tekan *memesan*🤦🤦🤦",1.0
"Sya kecewa sma aplikasi ini bru ingin mencari alamat  mlh udh menemukan driver, di cancel kga bisa jdi sya di chat sya driver dikira ngerjain pdhl kga ada niat",1.0
"Driver kurang bertanggung jawab atas barang antaran, barang tidak sampai ke penerima",1.0
"untuk para customer gak usah banyak bacot, mesen paling ongkosan 8k aja banyak bacot",1.0
"Medan Sunggal Sumatra Utara,blom dapat map ,klo mesan gk bisa",1.0
Kok saya ga bisa pesan ya kak selalu maksimal tidak menanggapi,1.0
aplikasi bangke naik tarif 11rb pasturun jadi 17 apaan lebih mahal dari si ijo taee,1.0
"Salah download aplikasi ojk online njir,, maps nya gx jls cari maps buat tujuan malah gx ada gimana sih ini maxim",1.0
"Punya saldo customer dr 3 bulan lalu tp ga bisa di pake , kalo emng belum siap ga usah ngeluarin fitur2 yg ga berfungsi 👎👎👎",1.0
driver judeeessssss....mana aplikasi ini ga bisa di cancel bilang nya...aneehhh...aplikasi apaan ini. parah,1.0
"driver TIDAK AMAN!! Ambil foto dan nama saya untuk tipu orang, suruh tf ke rekeningnya (si driver), mohon ditindak!! a.n Suhada nopol BE6816OJ",1.0
"Petanya di perbaiki, pakai map yg kayak biasa aja! Peta yg sekrng bikin bingung susah mau cari titik !!!!",1.0
"Harga berubah-ubah tolong perbaiki,masak di hp saya beda sama driver nya",1.0
Petanya tidak bagus. Susah nitikkan alamatnya. Tidak sesuai seperti google map,1.0
Saya kecawa masa sya cek tau2 dah psen pdhl sya ga psn cuma sya kasian ama drvnya nlpon maaf ya ka tdi nelpon ke sya maaf banget,1.0
"Kenapa sih sekarang Maxim makin jelek aja aplikasinya, klau mau pesan menunggu lama, tolong donk perbagus lagi, klau ga slah saingan NNT sama yg lain",1.0
"PENGEN NYA NGGAK KASIH BINTANG SAMA SEKALI GEGARA 1 OKNUM BERANI MAIN2 DENGAN NI APLIKASI MASA KITA MESEN MOBIL  PEMBERITAHUAN MOBIL UDAH SAMPAI TAPI PAS KITA KELUAR MOBIL NYA MASIH NGGAK ADA SETELAH LEWAT beberapa MENIT AKHIRNYA ONGKOS NYA NAIK SI SOPIR GILA ITU BARU MUNCUL UDAH 2 KALI LAGI ABIS ITU DIA SURUH KITA OFFLINE KAN SAJA KAN KAMI BARU SADAR KALO TUJUAN DIA SURUH KAMI OFFLINE ITU KARNA ADA ALASAN BUSUK NYA TERUS KEK TADI PAGI KITA GAK MESEN MALAH DIA TIBA2 DATANG KATANYA KAMI MESEN, EDAN",1.0
"iihh masa motor sama mobil ongkirnyaa samaaaaa, tiba tiba harga ongkir motor naik, dan malah sama kaya ongkir naik mobil 🙃",1.0
"Masa baru mau liat harga udh kepesen aja tolong dong diperbaiki aplikasi nya, kan kasian driver klo dicancel! Tolong ya perbaiki lagi aplikasi nya😏",1.0
"Kenapa harganya naik rusuh siii,, padahal pelayanan ( attitude driver) dan aplikasi (Titik penjemputan, waktu penjempemputan, dll) masih banyak minusnya",1.0
baru sekali pake maxim  yg kedua kalinya tarif langsung berubah jadi lebih mahal huuuft,1.0
"Tolong maxim kalo jaraknya jauh banget ga usah terima orderannya supaya penumpang ga menunggu lama, terus maps di bagusin dong supaya penumpang ga perlu jelasin titik sampe mulut rasa berbusa",1.0
Tidak optimal..cleaning service tidak ad..yg terima orderan selalu driver,1.0
"Kecewa dengan driver maxim yang sekarang gak ramah sekali, bukan salah kita klu titik nya gak sesuai,memang gak ada di map mau gimana lagi, terus kalu gak sesuai kan bisa ngomong baik"" Jngan asal marah",1.0
JEMBOTTTT....LEBIH ENAK GOJEK. MAHAL JUGA SIMPLE....TAK APUS aplikasi...RUED,1.0
"Meletakkan titik jemputan dengan titik antar sangat susah, penunjuk arah mapnya TERAMAT SANGAT BURUK. TOLONG PERBAIKI !!!?",1.0
Kecewa sih 5 kali order udh d naikin harga penawaran tetep d tolak nyesel donwload report aja rame rame ke play store biar d hapus,1.0
Setiap order makanan selalu lama klo ga adain aja maxim pay malas x pengemudi ngambil orderan,1.0
Maaf kok maxim sekarang harganya udah mahal gak kayak dulu,1.0
"Maaf saya kasih bintang 1... Saya sebagai mitra Maxim food Banjarmasin ( batola ), kecewa... Saya tunggu driver yg katanya cuma 10 menit sampai.. ternyata SETENGAH JAM lebih baru sampai... Kalau makanan customer saya jadi dingin... Penilaian saya jadi anjlok dong...ini gak terjadi 1x atau 2x lho... Gabung jd mitra Maxim food kan gak gratis ... TOLONG DI BENERIN LAH !! Mumpung belum saya daftar ulang 4 bl sekali...",1.0
"Aplikasi apaan ne, saya pesan sampai 2 jam cari2 driver, driver ngeliatin orderan saya saja,",1.0
Aplikasi yg klo ada keluhan ttg driver paling susah dihubungi call centre nya....aplikasi yg plg gampang customer di hack,1.0
"Awal² bagus,tapi gk tau makin ksini nya kok malah jd aneh,msa saya order gk bisa nemu pengemudi,sampai 30 menit lebih,",1.0
"Aplikasi gk jelas, penemuan alamatnya susah banget, alamat penjemputan susah, alamat tujuan pun susah",1.0
Kecewa sangat Maxim nya udah depan rumah malah d suruh cancel Alasan mobil saya pendek apalah Padahal tinggal berapa langkah  malah dia marah marah suruh cancel idiot.,1.0
"Aplikasi yg sangat sangat jelek, driver yg gak punya attitude.",1.0
"kecewa karna sering ketemu dengan driver yang tidak jujur dengan tarif yang tertera di aplikasi,tarif yang tertera sudah dipotong dengan potongan promo dari akun tapi yang harus dibayar tetap dengan tarif awal.",1.0
"Kesel sama aplikasi ini ,udah cari driver lama! Jauh² lagi dapetnya! Terus nih pdhal udah dapet druver  tiba² ada driver lain yg nlpon jdi kepesen 2 driver kan kasian driver yg satunya! Gimana sih inu aplikasi!!!",1.0
"Kecewa Udah masuk kode promo (Kode referal tapi tetep ga nambah saldonya,  saya aja tmn saya trs dia pake kode referal dia nambah saldonya, sementara saya ga bisa",1.0
Parahhhh..!!!!! Memang harga murah..!!! Tapi maps nya ngaco..masa menunggu bisa sampe setengah jam..baru dtg driver nya..!!! Kalah sama angkot,1.0
"Gua baru install sambil iseng baca reviewnya.. tapi gua auto ga buka sama sekali nih aplikasi, dan langsung gua kasih bintang 1 karna banyak sekali keluhan2nya .. dan paling ga bisa di tolerir adalah privasi nomor WA dan juga argo bisa naik secara tiba2 tanpa sepengetahuan customer .. maap maxim gua kasih bintang 1 sebelum buka aplikasinya malahan ...",1.0
bapa nya baik poko nya sukses terus buat bapa nya,1.0
"Kenapa harga nya naik drastis tolong ya ,saya ini pelajar ga kayak orng kerjaa bisa bayar banya ....!!!!! Dlu aja 4k sudah bnyk mosok ini lngusng 8k Ws angel",1.0
"jangan mau pake aplikasi maxim pelayanan driver sangat lah murahan dan tak punya atitude ,harga di aplikasi sangat lah berbeda ketika sampe tujuan ,di awal harga 142k pas sampe jadi 198k ,ktwan mending pake grab atau gojek yg udh bener2 harga fix ,masa istri saya bawa bayi umur 1minggu suruh jalan kaki pas ujan2an kedepan gang ,padahal didpn rmh pun mobil masuk,emang ga ada otak driver maxim",1.0
"Sangat buruk buat order aj hrs nyari2, klw bisa nih modal dikit kerja sama ama google map biar penumpang gampang cari titik lokasi",1.0
"Halo maxim, sy barusan orden Maxim cleaning yg wanita, tp yg datang Maxim cargo/ send. Coba tanya si abgnya, dia jg malah bingung. Abgnya mau bersihkan, ikutin orderan sy, tp kan dia ga bawa alat bersihnya & ga sesuai orderan sy. Gimana ya Maxim. Kok ga jelas gtu?",1.0
"Sudah pesan tp tidak ada notif bahwa pesanan diterima ke driver, ya saya pesan lagi dan terjadi hal yg sama tidak ada notif bahwa di terima driver, tiba2 di telpon ada 2 driver yg katanya menerima pesanan. . . . Kasian driver nya dan saya juga hrs bayar doble . .",1.0
Developer lu goblog.. order jauh bisa diambil.. order deket kagak bisa.. fakkk,1.0
Driver susah cari tempat mutar mutar yang di suruh kemana kemana dia pergi,1.0
Rusak ...kok ga bisa ngirim pesan waktu pesan makanan dan langsung hilang (tidak ada server) padahal pakai WiFi,1.0
"Nyoba download, mau coba order nyari driver lama nya bisa keliling lapangan dulu ga nyangkut2 juga",1.0
"Udah downlod q hpus lg, pkai maxim smnjk maxim bru ada. Skrg q dwnld  ttep maps ny mmbingungkan dan alamat kta srta almt yg d tuju pun gaada. Auto uninstal lg.",1.0
"Udah Lama jemput, muter2, ga ramah, Curiga driver2nya yg bermasalah di pecat 2 ojek ijo. Jadi lari kesini. Kapok Murah tapi pelayanan tidak memuaskan",1.0
Maxim payah maps nya tak sesuai karena tak kerjasama google maps. Tidak seperti aplikasi lain.,1.0
"Memang murah, tp banyak alamat yg tidak bisa d cari. Kejadian barusan cari nama tempat nya gda, sya lihat d map dan tercantum nma jln, lalu sya pake nma jln itu, ternyata malah slah dgn patokan lokasi nya, sedang kan udah jls alamat dan no nya.. Jadi saya bayar lebih harus nya 25ribu ojek nya mnta 50 ribu 😥. Mohon d perbaiki, jgn smpai mengecewakan bnyak penumpang, hanya karna kejadian seperti ini.",1.0
"Aplikasi ini sangat tidak kompatibel, naik turun harga tidak konsisten.",1.0
"Gembel maps lu gak jelas, susah kalo mau order. Perbaikin dulu tuh maps baru launcing jangan asal asalan bkin aplikasi. Gmn mau saingan ama gojek ama grab",1.0
"Aplikasi penghancur harga,datang bukan mensejahterakan driver malah menyengsarakan driver..taaaaaiiiiii laaaahhhhh...",1.0
Maaf nih. Saya pelanggan maxsim baru ini saya harga tida sesuai dgn yg d orderan. Harga 16 k pas udah sampe malah jadi 21k udah gitu gak sesuai penjemputan,1.0
"Saya masih tidak paham cara dan penggunaannya, mungkin karena fiturnya kurang detail. Semoga lebih baik lagi",1.0
"Kurang mengerti dengan pengggunaan aplikasi ini,, Mohon maaf juga bagi orang yg kepesan tpi di cansel dan bukan hanya satu orang yg di pesan itu tpi beberapa orang dan itu sy sangat minta maaf",1.0
"map atau peta nya di update woy, gua ribut terus sama driver kalo mau order karena map sama titik gak jelas",1.0
Daftar nya pake nomor handphone yg sudah kadaluarsa sekarang tapi mau ganti ribet banget,1.0
"orderan diselesaikan, tapi blm menjemput dan mengantar pesanan yg saya minta.",1.0
"belum menentukan tujuan , tiba"" driver sudah terpilih. kan sy belum tentu jadi memesan jasa nya. Dan jelek nya tidak bisa di cancel. Kesimpulan sy, sangat kalah jauh dr tetangga sebelah si hijau.",1.0
"Sebenarnya cukup bagus, murah tarif mmg lumayan selisih nya cuman ga sesuai aja ttik point sama yg semesti nya. Dah gitu alamat udah bnr, krn driver nya muter2 ga pas ttik, selisih wktu nya dikenakan wktu tunggu brbayar, sudah msti mnunggu lama harga nya jadi naek. Pdhl kan yg salah dr aplikasi nya,karna sy tdk mngubah rute apapun.Cukup mngecewakan.",1.0
"Terlalu banyak bug, alamat yang di cari tidak di temukan di map, nama jalan pun tidak sesuai",1.0
Teruntuk yang membuat aplikasi maxim tolong perbaiki keakuratan map nya aneh saya gak ada nekan tujuan utama saya mau kemana dan itu otomatis mau kemana dan lokasi saya pun tidak akurat. dan utk pembatalan orden saya mohon jgn berbelit dgn banyak alasan di katakan cukup di batalkan orderan utk kemudahan dalam proses pembatalan. Dan pelayanan saya mohon tolong di perbaiki pelayanan nya. Saya kasih ratting 1 karna saya kecewa dgn maxim skrg semoga kedepan nya bisa di perbaiki. Terimakasih,1.0
Maaf maxxim ini gimanaya masak orde ya di jakarta sedangkan driver di bekasi.ga konsisten banget kasih yg sesuwae keberadaan dimana posisi driver.,1.0
"Nama jalan banyak yg belum tercantum di map padahal jalannya sudah terkenal , sedihh jadinya",1.0
Aplikasi sekarang susah di buka Dan driver nya ada yg mintak tambah ongkos hanya karna lokasi beda sedikit aja,1.0
Aplikasi sampah Posisi saya dimana driver di mana Jauh banget!!,1.0
kasih bintang satu karna baru ngaktifin udah ngorder kan gila,1.0
Perbaiki maps ny donk. Masak nama jalannya gak di isi. Malah nama2 toko yg tertera. Dimna mana org liat map nyarinya nama jalan. Bukan nama toko,1.0
"Gak jelas... Masa pesan dlu, baru tentuin arah tujuan.. Y kita cust bingung lah.... Gaje,",1.0
Demi apapun Maxim aplikasi paling lelet orang sampe menunggu sejam lebih bikin orang bete aja nungguin nya padahal deket tolong di tingkat kan lagi! Supaya penjemputan tidak lelet jangan bikin penumpang menunggu lama!! Bawa motor pun sangat lelet,1.0
Murah tapi aplikasi aneh. Tidak bisa cek driver sdh di jln mana beda sama grab,1.0
"Saya driver car, orderan food tolong jangan ditawarkan ke pengemudi mobil. Cuma bikin berisik dan sangat mustahil dijalankan mengingat harga yg sangat murah dan biasanya lokasi penjemputan resto makanan berada di dalam gang gang sempit. Maxim tolong hapus penawaran Maxim food pada aplikasi pengemudi mobil",1.0
Penjemputan lama 2x booking menunggu 20-15 menit paya mana mobil di aplikasi sama asli ga cocok terus,1.0
Aplikasinya masih kurang maksimal fitur chat tidak ada di aplikasi jadi informasi antara driver dan penumpang tidak bisa dan arah petunjuk koneksi mapnya tidak ada sesuai dan no.hp untuk kontak telpon penumpang dan driver tidak muncul,1.0
"Benahi dulu tekhnologi, aplikasi driver di kota Medan sering error tu maxim. Gimana mau saing ama si hijau",1.0
Jelek banget aplikasi nya susah kalo mau pesen sering ga bener,1.0
Yang kerja bagian IT maxim pecat ajaa... Aplikator sering error..... Semenit 2menit gamasalah ini sampe jam an.... Ga kuliah ya orang IT nya... Kecewa,1.0
"Driver sering mengambil nomor telpon saya lalu kemudian menghubungi saya dilain waktu setelah orderan selesai, saya sangat terganggu dan jd sering selisih paham dengan pasangan saya karena banyak nomor baru yang chat saya di WA ataupun menelpon saya. Tolong dong buat sistem nomor disamarkan seperti gojek.",1.0
map nya sulit buat nyari alamat Krn GX pake google..saran untuk Maxim agar menggunakan google maps supaya customer lebih mudah dlm menggunakan aplikasi maxim,1.0
"jgn pelit x sama ongkos..sama ratakan kenapa sama aplikator lain..kasian driver, dpt ongkos sedikit..pake otak, udah gak ada bonus..kasina x driver..",1.0
"tolong buat maxim masa ambil orderan tpi uang nya nda cukup hadehhhhhhh, terpajsa saya 2X pesan !!! terus juga uang kembalian saya paling sering mengalah kadang 10rb 50rb gk kembali !! tolong lah jgn mentang mentang murah mau seenak jidat aja",1.0
Saran saya gunakan google maps saja. Jadi titik penjemputan dan titik pengantaran lebih akurat. Garis Rute perjalanan di infokan juga. Kasihan driver nya jadi banyak driver yang marah2 karena beda titik penjemputan dan pengantaran karena mayoritas driver menggunakan google maps atau waze yang ke akuratnya lebih baik dari pada maps di Maxim,1.0
"Sangat kecewa sekali dengan driver2 maxim yg pakai armada mobil,seringkali tarif yg diminta tidak sesuai dengan yg tertera diaplikasi.Tolong maxim ditingkatkan lagi kualitasnya.Ada beberapa driver yg meminta tarif parkir padahal jelas2 tidak ada parkir disitu.Kalau pelayanan bagus tanpa dimintapun kami sebagai penumpang pasti akan memberi tips yg lebih.Sekali lagi ini hanya masukan.",1.0
Parah baru petama order driver belagu banget belum di suruh berangkat.  mala berangkat saya di kasi tinggal... Masa anak istri saya di turunkan di jalan. Belum sampai tujuan.. Tolong driver kayak itu di tegur..,1.0
maps nya jelek banget meski harganya murah. terus fasilitas nelpon nya masih pakai manual jadi pakai no.hp pelanggan. jdi bakal susah hubungi nomor yg beda operator dan klo g ad pulsa ato gratisan nelpon.,1.0
Ini gimana saya mau masukan nomer tidak ada kode dikirim ke sms,1.0
"Aplikasi gajelas asulah , driver ga profesional , harga yang tercantung ga sesuai dengan pas bayar",1.0
Mau download susah bangett pada hal pketan baru isi anehhh,1.0
"Pemerintah gimana yah kok ngga bisa ngatur peraturan penetapan biaya tarif setiap perusahaan transportasi, persaingan ini sangat tidak logis jauh perbedaan angkanya, dulu di demo karrna tarif murah sekarang malah berduyun2 daftar menjadi driver",1.0
"Buka aplikasi susah konek, buka map sulit temukan lokasi, ketemu driver kebanykkan cemberut, why maxim?",1.0
"Susah untuk cari titik penjemputan dan ga semua titik lokasi udah ada, padahal termasuk tempat yg populer tapi di maps nya ga ada. Buruk bgtt, mohon diperbaiki",1.0
Sudah order driver tapi di aplikasi tidak muncul2 ..tau2 driver datang 2 orang .. karena aplikasi ini saya jadi berantem sama driver,1.0
"Aplikasi paling jelek. Supirnya kasar2. Teus kalo mau batal, susah x. Bisa dy ngorder sendiri pdahal udh batal. Gk kyk grab, kalo batal gampang. Aplikasi taikk!!! Jdi saya yg ribut sama supirnya. 😡🤬",1.0
"Maxim saya kenapasih gakbisa dipake, saya kesel bgt udh download ulang, login ulang masih juga gakbisa dipake buat pesen malah muter2 aja loading gak jelas!!!! Tolonglah diperbaiki yg maksimal jgn setengah2!",1.0
Saya customer dari kota sukabumi mau nyobain aplikasi ini  malah lelet lola.tadinya tergiur ongkirnya murah.tapi saya jadi takut karena dilihat ga ada asuransi untuk penumpang kalau ada terjadi sesuatu aplikasi ini ga bisa bertanggungjawab.pantesan murah ternyata ga ikut aturan pemerintah kota sukabumi.soalnya tarif ongkos termurah itu ditentukan oleh dinas perhubungan bukan oleh kantor pemilik aplikasi.,1.0
"Pelayanannya mengecewakan sekali, driver tidak bisa diajak kompromi, padahal sudah diberitahu jalan yang dekat agar cepat sampai, tetap saja lewat jalan yang lebih jauh. Padahal itu untuk mengantarkan orang sakit. Ongkos yang sblm nya hanya 10k jadi 20k.",1.0
Saya gak bisa login lagi kenapa ya? Jadinya langsung saja uninstall aplikasi,1.0
"driver ada yg penipu, ada juga di kasih uang lebih langsung main pergi tidak bertanya itu uang kenapa banyak sekali lebihnya.. Ditunggu itikad baeknya kembalian dana yg lebih malah sampai sekarang tidak ada respon!! Pihak maxim tidak tegas dengan driver yang nipu customer dan membawa uang yang sdh jelas bukan haknya!! Maxim pelayanannya masih jelek, pengaduan kita tidak di gubris beda dengan grab dan gojek, mereka sangat cepat merespon laporan dr cuatomer!! Mending uninstal",1.0
"Parah, baru pertama pesan, saya pesan oderan gak ada hilang ,terus pesan lagi  datang 2 driver langsung, parah",1.0
Cma selisih sepetak Berjam jam cari server kedetek di semua aplikasi driver gada yg lain apa memalukan jaman now,1.0
Ribet nih aplikasi tiap di ktik tujuan gak sesuai. Kecewa lah,1.0
Baru daftar kok sudah pesan driver seharusnya tidak seperti itu bisa liat harga dan bisa tau jarak harga sampai lokasi,1.0
Kecewa saya masak mau masukin bikin nama jga ngak bisa aplikasi apa ini jelek banget kecewa saya tolong di perbaikin lgi aplikasinya jelekk bangetttttttttttttttttttttttttttttttt,1.0
Baru coba langsung uninstall .pusing asli pake nya .cari lokasi jg susah nya minta ampunn,1.0
kendaraan ternyata yupiter tidaj sesuai dengan th pembuatan dari maxim 2012 tapi 2003,1.0
tolong diperbaiki aplikasinya terutama peta.karena peta sangat sakral dalam dunia per ojolan.spya tdak ada salah paham antara penumpang dan driver,1.0
"Gila, gada pesan kemana2 gada tujuan kok bisa ada pemesanan, gila ya. Ga ada titik jeput titik antar. Tiba2 driver menuju ke tempatmu. Biaya 7.9k. saya shock kebingungan. Kalo g ini ya kasihan driver",1.0
"Saking tarifnya murah, driver motornya banyak yg cancel ketika saya order delivery. Banyak alasan, barang terlalu besar lah ini lah itu lah. Mungkin tarifnya murah. Padahal saya order gojek juga masih bisa dilayani",1.0
khusus kang ngorder palsu : emg kaga ada perasaan apa ya bangsa dikit mah ke driver yg seharian blm dapet order buat nyetor ke bini,1.0
Driver dgn plat DT 2512xx kok tidak sampai 10 menit minta biaya penambahan semntra saya tiap hari pesan Makanan tidak ada biaya tambahan.. Menelpon pun tdk ada konfirmasi.. Dan sdh kebijakan perusahaan ...KALAU KEBIAJAKAN TOLONG DIBERIKAN KETERANGAN DIKONSUMEN BIAYA TMBAHAN JADI KALAU LEBIH DARI 1 JAM MENUNGGU BERTAMBAH LAGI,1.0
saya mau login gak bisa2 dpt kode nya. Kodenya gak dikirim2 padahal udah bener nomernya,1.0
Tolong benerin atau rapihin dulu aplikasi... Titik jemput nama nama di map ga ada yg sesuai!!!! Sangat meyulitkan pemakia atau driver. Map kacau.. sebelom ada perbaikan gakan install lagi,1.0
Aplikasi ojek online terbodoh jadi buang waktu saya Ada driver dekat malah milih yang jauh kata nya alasan jaket,1.0
Tolong map nya di betulin ya kasian driver muter2 ikutin map yg hrsnya bisa 3 menit jd 15 menit .sama driver motor di screning ya.saya kecelakaan krn naik motor nya .,1.0
"Saya berklia kali download, dan berkali2 mau daftar/login tidak bisa",1.0
"pesanan dibatalkan malah ngak bisa, jadi maksudnya nyisa pengemudi dan pemesan gitu, benerin lagi tu aplikasi",1.0
"Perusahaan untung driver buntung, harga yang di tawarkan ke konsumen rendah, yg tersiksa driver nya",1.0
"Harga lebih murah , cuma lokasi penjemputan dan tujuan susah nyari di peta , padahal tempat terkenal tapi ga ada di peta , alhasil harus nitik manual di maps ..tapi tetep aja ga keluar tempatnya .. ribet mending pake go atau grab yang simple",1.0
"Mau pake aplikasi aja susah,mau login nomer udah bener gak masuk masuk tuh kode otp .",1.0
Aplikator cuma jualan atribut 350 ribu ke driver. Orderan sepi minta ampun. Map jelek banget. Driver merangkap marketing sementara aplikator sendiri tidak melakukan pemasaran yg berarti. Customer service sangat tidak ramah. Tidak ada tindak lanjut ke arah perubahan positif yang signifikan. Pesanan food banyak yang fiktif. Pembayaran serba tunai.,1.0
